dairy_name,dairy_address,avg_milk_cows,avg_dry_cows,avg_bred_heifers,avg_heifers,avg_calves_4_6_mo,avg_calves_0_3_mo,avg_other,avg_steer,total_manure_excreted_tons,avg_milk_lb_per_cow_day,total_manure_gen_n_after_nh3_losses_lbs,total_manure_gen_n_lbs,total_manure_gen_p_lbs,total_manure_gen_k_lbs,total_manure_gen_salt_lbs,total_ww_gen_gals,total_ww_gen_n_lbs,total_ww_gen_p_lbs,total_ww_gen_k_lbs,total_ww_gen_salt_lbs,applied_n_dry_manure_lbs,applied_p_dry_manure_lbs,applied_k_dry_manure_lbs,applied_salt_dry_manure_lbs,applied_ww_gals,applied_ww_n_lbs,applied_ww_p_lbs,applied_ww_k_lbs,applied_ww_salt_lbs,applied_to_removed_ratio_n,applied_to_removed_ratio_p,applied_to_removed_ratio_k,applied_to_removed_ratio_salt,total_exports_n_lbs,total_exports_p_lbs,total_exports_k_lbs,total_exports_salt_lbs,filename,avg_milk_prod_kg_per_cow,avg_milk_prod_l_per_cow,reported_annual_milk_production_l,total_herd_size,total_applied_n_lbs,total_applied_p_lbs,total_applied_k_lbs,total_applied_salt_lbs,total_reported_n_lbs,total_reported_p_lbs,total_reported_k_lbs,total_reported_salt_lbs,unaccounted_for_n_lbs,unaccounted_for_p_lbs,unaccounted_for_k_lbs,unaccounted_for_salt_lbs,total_ww_gen_liters,wastewater_estimated,wastewater_to_reported,wastewater_to_estimated,wastewater_ratio_discrepancy,calculated_manure_factor,manure_factor_discrepancy,nitrogen_discrepancy,usda_nitrogen_pct_deviation,ucce_nitrogen_pct_deviation,usda_nitrogen_estimate_lbs,ucce_nitrogen_estimate_lbs,estimated_annual_milk_production_l,wastewater_estimated_l,wastewater_to_restimated,total_manure_gen_tons,total_manure_gen_s_lbs,city,region,sub_region,year,county,state,zip,latitude,longitude,consultant,template,manure_factor_avg,manure_factor_std,wastewater_ratio_avg,wastewater_ratio_std,usda_nitrogen_pct_dev_avg,usda_nitrogen_pct_dev_std,ucce_nitrogen_pct_dev_avg,ucce_nitrogen_pct_dev_std,facility_count,CADDID
Jaques & SiIva Dairy,10536 6th AVE Hanford Kings 93230,1215.0,185.0,305.0,220.0,150.0,0.0,,,39334.88,0.0,0.0,495008.08,0.0,231087.2,0.0,0.0,183645.83,14220.44,1028887.09,0.0,0.0,0.0,0.0,0.0,183645.83,183645.83,14220.44,1028887.09,1001317.55,0.0,0.0,0.0,0.0,,,,,2023AR_Jaques & Silva Dairy_10256 6th Avenue_Kings.pdf,0.0,0.0,0.0,,183645.83,14220.44,1028887.09,1001317.55,183645.83,14220.44,1259974.29,0.0,,,,,0.0,0.0,,,,,,,,-100.0,,488939.32492000004,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Eden-VaIe Dairy,6944 21 1/2 AVE Lemoore Kings 93245,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2023AR_Eden-Vale Dairy_6944 21 1-2 Avenue_Kings.pdf,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Cox Dairy 43,15410 ExceIsior AVE Hanford Kings 93230,500.0,0.0,100.0,100.0,0.0,0.0,,,14496.53,0.0,0.0,182066.67,30754.48,93783.61,0.0,0.0,185544.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185544.08,185544.08,9601.91,117304.0,807737.75,0.0,0.0,0.0,0.0,,,,,2023AR_Tony Cox Family Dairy #3_15410 Excelsior Avenue_Kings.pdf,0.0,0.0,0.0,,185544.08,9601.91,117304.0,807737.75,185544.08,30754.48,93783.61,0.0,,,,,0.0,0.0,,,,,,,,-100.0,,174026.118296,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Georgeson Dairy,8519 24th AVE Lemoore Kings 93245,1225.0,115.0,300.0,250.0,250.0,0.0,,,39052.18,67.0,343811.29,491158.98,81022.69,232184.33,603235.5,19565000.0,64373.94,7197.68,54393.7,323486.0,0.0,0.0,0.0,0.0,64373.94,64373.94,7197.68,54393.7,323486.0,1.2,0.71,0.62,0.99,,,,,2023AR_Georgenson Dairy_8519 24th Avenue_Kings.pdf,30.390664,31.30238392,15309995.975272002,,64373.94,7197.68,54393.7,323486.0,408185.23,88220.37,286578.02999999997,926721.5,,,,,74061546.65,6123998.390108801,4.837463495720103,4.837463495720103,0.0,,,,,-27.952644249297094,,477201.81596899993,15309995.975272002,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Brasil Dairy,18280 Fairfax AVE Lemoore Kings 93245,500.0,75.0,105.0,175.0,70.0,5.0,,,17260.07,0.0,0.0,215618.2,35668.84,97397.11,0.0,0.0,102462.77,32435.63,191645.38,0.0,25628.46,12022.08,27399.15,296358.19,102462.77,102462.77,32435.63,191645.38,805215.36,0.0,0.0,0.0,0.0,,,,,2023AR_Daniel Brazil Dairy_18280 Fairfax Avenue_Kings.pdf,0.0,0.0,0.0,,128091.23000000001,44457.71,219044.53,1101573.55,102462.77,68104.47,289042.49,0.0,,,,,0.0,0.0,,,,,,,,-100.0,,208461.0728109,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
_ FeIicita Dairy,22154 Road 20 TuIare Kings 93274,1950.0,290.0,435.0,400.0,0.0,0.0,,,62160.58,0.0,0.0,777181.1,129462.43,369599.54,0.0,0.0,45077.33,6992.25,56276.03,0.0,77529.4,17987.6,112955.3,0.0,45077.33,45077.33,6992.25,56276.03,315582.95,0.0,0.0,0.0,0.0,,,,,2023AR_Felicita Dairy_22154 Road 20_Kings.pdf,0.0,0.0,0.0,,122606.73,24979.85,169231.33000000002,315582.95,45077.33,136454.68,425875.56999999995,0.0,,,,,0.0,0.0,,,,,,,,-100.0,,772861.0938858,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Sunshine Dairy (Anthony & Robert Brazil Dairy),13113 7th AVE Hanford Kings 93230,330.0,50.0,200.0,150.0,0.0,0.0,,,12840.21,68.0,109442.33,156346.19,25683.12,62764.42,166878.0,44028000.0,100853.27,10664.49,61299.24,369800.33,109650.0,38335.0,196775.0,3898309.87,100853.27,100853.27,10664.49,61299.24,369800.33,1.26,1.45,1.31,5.15,,,,,2023AR_Anthony & Robert Brazil Dairy-Sunshine Dairy_13419 7th Avenue_Kings.pdf,30.844256,31.769583680000004,4406441.256416,,210503.27000000002,48999.49,258074.24,4268110.2,210295.6,36347.61,124063.66,536678.3300000001,,,,,166664031.48000002,1762576.5025664002,37.822819318725465,37.822819318725465,0.0,,,,,-29.0504836699239,,154253.80701800002,4406441.256416,,,,,,,,,,,,,,,,,,,,,,,,,
J&D WiIson Dairy 42,23565 GrangeviIle BLVD Lemoore Kings 93230,1350.0,120.0,750.0,700.0,0.0,0.0,,,50848.87,0.0,0.0,610196.61,102446.98,257650.51,0.0,0.0,165470.59,9607.8,0.0,0.0,22819.0,12250.2,52363.6,1187237.5,165470.59,165470.59,9607.8,55104.16,429728.47,0.0,0.0,0.0,0.0,,,,,2023AR_J&D Wilson Dairy #2_23535 Grangeville Boulevard_Kings.pdf,0.0,0.0,0.0,,188289.59,21858.0,107467.76000000001,1616965.97,165470.59,112054.78,257650.51,0.0,,,,,0.0,0.0,,,,,,,,-100.0,,607388.257646,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
AIvaro Machado Dairy,5230 9th Ave AVE Hanford Kings 93230,865.0,130.0,290.0,295.0,145.0,0.0,,,30974.45,0.0,0.0,383391.33,63383.86,168497.01,0.0,0.0,0.0,17373.75,0.0,0.0,0.0,0.0,0.0,0.0,83010.39,83010.39,17373.75,239077.96,947739.13,0.0,0.0,0.0,0.0,,,,,2023AR_Alvaro Machado Dairy_5230 9th Avenue_Kings.pdf,0.0,0.0,0.0,,83010.39,17373.75,239077.96,947739.13,0.0,80757.61,168497.01,0.0,,,,,0.0,0.0,,,,,,,,-100.0,,372452.9265957,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Log Haven Dairy,7755 Fargo Ave. Hanford Kings 93230,0.0,0.0,150.0,100.0,0.0,0.0,,,2481.99,0.0,0.0,23725.0,4015.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34356.62,33442.88,44225.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2023AR_Log Haven Dairy_7755 Fargo Ave_Kings.pdf,0.0,0.0,0.0,,1.0,34356.62,33442.88,44225.02,0.0,4015.0,25000.0,0.0,,,,,0.0,0.0,,,,,,,,-100.0,,27770.147869999997,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Fagundes Agribusiness Dairy,7546 8-1/2 AVE Hanford Kings 93230,1.0,0.0,0.0,0.0,0.0,0.0,,,17.5,0.0,0.0,229.5,37.31,146.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2023AR_Fagundes Agribusiness Dairy_7546 8 1-2 Avenue_Kings.pdf,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,37.31,146.18,0.0,,,,,0.0,0.0,,,,,,,,-100.0,,303.62,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Lone Oak Farms 1,13866 4th AVE Hanford Kings 93230,4855.0,280.0,2515.0,1250.0,960.0,1115.0,,,177021.45,75.0,0.0,2179950.4,0.0,0.0,2350362.75,245236315.0,902169.45,0.0,1010423.32,8358139.33,0.0,0.0,0.0,0.0,902169.45,902169.45,88893.41,1010423.32,8358139.33,1.13,0.49,1.23,2.1,,,,,2023AR_Lone Oak Farms Dairy #1_13866 4th Avenue_Kings.pdf,34.0194,35.039981999999995,65674562.26304999,,902169.45,88893.41,1010423.32,8358139.33,902169.45,0.0,1010423.32,10708502.08,,,,,928319999.16415,26269824.90522,14.135153203547793,14.135153203547793,0.0,,,,,-100.0,,2054137.6593587,65674562.26304999,,,,,,,,,,,,,,,,,,,,,,,,,
Four Star Dairy,22401 20 RD Tulare Tulare 93274,2390.0,280.0,390.0,280.0,284.0,0.0,,,73218.85,71.0,654094.84,934421.2,154904.98,459277.28,1189717.5,25382700.0,99351.58,16625.04,119032.19,767371.74,143453.7,50266.66,95877.55,86151.6,99351.58,99351.58,16625.04,119032.19,767371.74,0.97,1.12,0.65,0.71,,,,,2023AR_Four Star Dairy_18886 4th Ave_Kings.pdf,32.205032,33.17118296,32326976.353668004,,242805.28000000003,66891.70000000001,214909.74,853523.34,753446.4199999999,171530.02000000002,578309.47,1957089.24,,,,,96083926.407,12930790.541467203,2.9722521944461957,2.9722521944461957,0.0,,,,,-26.96614665150248,,895604.99687568,32326976.353668004,,,,,,,,,,,,,,,,,,,,,,,,,
Sozinho Dairy 45,7205 Houston AVE Hanford Kings 93230,1085.0,85.0,200.0,185.0,200.0,200.0,,,33928.31,67.0,0.0,431381.74,0.0,205648.98,530418.0,32965000.0,135808.76,18084.58,105268.76,0.0,0.0,0.0,0.0,0.0,135808.76,135808.76,18084.58,105268.76,726027.6,1.32,0.94,0.84,1.55,,,,,2023AR_Sozinho Dairy #5_7205 Houston Avenue_Kings.pdf,30.390664,31.30238392,13367683.053035999,,135808.76,18084.58,105268.76,726027.6,135808.76,18084.58,310917.74,530418.0,,,,,124786040.65,5347073.2212144,9.334904198050928,9.334904198050928,0.0,,,,,-100.0,,412812.1327678,13367683.053035999,,,,,,,,,,,,,,,,,,,,,,,,,
Contente & Company,7900 15th Ave Hanford Kings 93230,810.0,110.0,140.0,120.0,130.0,140.0,,,24881.66,0.0,0.0,0.0,0.0,149800.77,0.0,0.0,46833.44,14137.96,111397.52,0.0,53073.41,16468.16,59230.65,703875.44,46833.44,46833.44,14137.96,111397.52,363549.1,0.0,0.0,0.0,0.0,,,,,2023AR_Contente & Company Dairy_7900 15th Avenue_Kings.pdf,0.0,0.0,0.0,,99906.85,30606.12,170628.17,1067424.54,46833.44,14137.96,261198.28999999998,0.0,,,,,0.0,0.0,,,,,,,,-100.0,,318208.5796922,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
